ID	Type	Title	Games	Authors	Date	Tags	Description	Update	Embed	URL
p3fes-faithfulpartyrebalancemodjourneyanswer	mod	Faithful Party Rebalance mod (Journey + Answer)	P3FES	Phoenix!	12/18/2020	Persona	IF YOU ARE USING AN OLD SAVE FILE, PLEASE FOLLOW THIS TUTORIAL.<br><br>If you are using a new save, you do ... 	<b>Updated 12/18/2020</b>	https://images.gamebanana.com/img/ss/mods/5f751ac31338b.jpg	https://gamebanana.com/mods/50304
p3fes-theanswerskillprogressionmod	mod	The Answer skill progression mod	P3FES	Phoenix!	09/29/2020	Persona	This mod has been discontinued in favor of Faithful Party Rebalance. It likely is not compatible wit ... 	<b>Updated 09/29/2020</b>	https://images.gamebanana.com/img/ss/mods/5f6e6379c3733.jpg	https://gamebanana.com/mods/50303
p3fes-p3pmusicforfes	mod	P3P Music For FES	P3FES	Tupelov	12/20/2020	Misc	A mod that changes the music the P3P variants.<br><br>Mod was featured here.		https://images.gamebanana.com/img/ss/mods/5fde9ebfa9ccb.jpg	https://gamebanana.com/mods/50302
p3fes-communitywidescreenfixes	mod	Community Widescreen Fixes	P3FES	wxnder	04/20/2021	UI	Overview<br><br>This mod is set to fix some of the issues when using widescreen patches, generally the UI. ... 	<b>Updated 04/20/2021</b>	https://images.gamebanana.com/img/ss/mods/6076673f76339.jpg	https://gamebanana.com/mods/33852
p3fes-p3pstyleui	mod	P3P Style UI	P3FES	wxnder	06/12/2021	UI	ADVISEMENT: THIS MOD COULD CAUSE SOME ISSUES WITH THE MAIN GAME, RESULTING FROM WHITE PORTRAITS, SOF ... 	<b>Updated 06/12/2021</b>	https://images.gamebanana.com/img/ss/mods/60baf77edb4b0.jpg	https://gamebanana.com/mods/33851
p3fes-battlepanelpartypanel	mod	Battle Panel Party Panel	P3FES	Joenator	04/27/2021	UI	This simple mod replaces the overworld party panel in Tartarus with the higher-quality battle panel  ... 	<b>Updated 04/27/2021</b>	https://images.gamebanana.com/img/ss/mods/60d1a84ed8b38.jpg	https://gamebanana.com/mods/33850
p3fes-mostlypinkmenus	mod	Mostly Pink Menus	P3FES	AnotherNicholas	02/02/2021	UI	Changes everything currently editable within the main and battle menus to be pink<br>These changes only ... 		https://images.gamebanana.com/img/ss/mods/6018cdc87050a.jpg	https://gamebanana.com/mods/33848
p3fes-p3pcut-ins	mod	P3P Cut-ins	P3FES	wxnder	04/19/2021	Cut-In UI	Replaces the cut-ins in P3Fes with the cut-ins from P3P<br><br>Huge thanks to Tekka for making a .cpk extr ... 	<b>Updated 04/19/2021</b>	https://images.gamebanana.com/img/ss/mods/600065799d159.jpg	https://gamebanana.com/mods/33847
p3fes-colorfulcut-ins	mod	Colorful Cut-Ins	P3FES	DniweTamp	03/15/2021	Cut-In UI	Adds more color to all (including certain bosses) character critical cut-ins.		https://images.gamebanana.com/img/ss/mods/604ea72d36d22.jpg	https://gamebanana.com/mods/33846
p3fes-upscaledbustups	mod	Upscaled Bustups	P3FES	DniweTamp	03/13/2021	Bustups UI	Every single bustup (character dialogue portrait) in the game was upscaled from 512x512 to 1024x1024 ... 		https://images.gamebanana.com/img/ss/mods/604c9773238ae.jpg	https://gamebanana.com/mods/33844
p3fes-widescreenfontfix	mod	Widescreen Font Fix	P3FES	Joenator	04/06/2021	Font UI	This mod requires Aemulus Package Manager for installation.<br><br>This mod makes the text display in 16:9 ... 	<b>Updated 04/06/2021</b>	https://images.gamebanana.com/img/ss/mods/5fffed670d2f2.jpg	https://gamebanana.com/mods/33843
p3fes-persona5royalfont	mod	Persona 5 Royal Font	P3FES	DniweTamp	02/02/2021	Font UI	Changes the game's main font to the one seen in Persona 5 Royal and Persona 5: Dancing in Starlight<br> ... 		https://images.gamebanana.com/img/ss/mods/60195a2b9f144.jpg	https://gamebanana.com/mods/33842
p3fes-catherinefontsforpersona3fes	mod	Catherine Fonts for Persona 3 FES	P3FES	Century_	03/26/2021	Font UI	This mod replaces the font from Persona 3 FES with Catherine's font. It contains two variants for th ... 	<b>Updated 03/26/2021</b>	https://images.gamebanana.com/img/ss/mods/5fd7c3779e129.jpg	https://gamebanana.com/mods/33841
p3fes-misasroundedrectangleuipack	mod	Misa's Rounded Rectangle UI Pack	P3FES	wxnder	05/04/2021	UI	This mod replaces the textbox and skill panel (in battle) with a simpler rounded rectangle ones.<br><br>If ... 	<b>Updated 05/04/2021</b>	https://images.gamebanana.com/img/ss/mods/60909d651ca9d.jpg	https://gamebanana.com/mods/33840
p3fes-misasslightlyroundeduipack	mod	Misa's Slightly Rounded UI Pack	P3FES	wxnder	05/04/2021	UI	Replaces P3FES' textbox/battle panel with a shape that's a mix of 3FES and 3Portable's textbox.<br><br>Rec ... 	<b>Updated 05/04/2021</b>	https://images.gamebanana.com/img/ss/mods/6090a01de29ca.jpg	https://gamebanana.com/mods/33839
p3fes-persona3themoviein-battleportraits	mod	Persona 3 the Movie In-Battle Portraits	P3FES	wxnder	05/15/2021	Misc UI	Replaces the In-Battle character portraits with character artwork from the Persona 3 Movies. <br>Made t ... 	<b>Updated 05/15/2021</b>	https://images.gamebanana.com/img/ss/mods/60baf985efed2.jpg	https://gamebanana.com/mods/33838
p3fes-originalbluetitlescreen	mod	Original Blue Title Screen	P3FES	wxnder	02/08/2021	Misc UI	Changes the colors from green to blue from the original title screen of Persona 3<br>This does not repl ... 	<b>Updated 02/08/2021</b>	https://images.gamebanana.com/img/ss/mods/6014bbd81ef3a.jpg	https://gamebanana.com/mods/33837
p3fes-persona3portableopening	mod	Persona 3 Portable Opening	P3FES	yoshi_saur	02/07/2021	Misc UI	This replaces the FES Opening with the opening from Persona 3 Portable, an underrated opening imho.  ... 		https://images.gamebanana.com/img/ss/mods/601fd332d1c03.jpg	https://gamebanana.com/mods/33836
p3fes-danganronpav3titlescreen	mod	Danganronpa V3 Title Screen	P3FES	Saitsu	03/19/2021	Misc UI	Don't take this seriously in any way, I don't know why you would even download this, please don't do ... 		https://images.gamebanana.com/img/ss/mods/6053feac38571.jpg	https://gamebanana.com/mods/33835
p3fes-persona3improvedevents	mod	(WIP) Persona 3: Improved Events	P3FES	Tupelov	07/22/2021	Misc	A mod created using recent developments in P3FES modding that enhances in-game events through the us ... 	<b>Updated 07/22/2021</b>	https://images.gamebanana.com/img/ss/wips/60f8fb7f2cbea.jpg	https://gamebanana.com/wips/58136
p3fes-persona3portableexclusivepersonasbackport	mod	(WIP) Persona 3 Portable Exclusive Personas Backport	P3FES	Phoenix!	07/20/2021	Misc	This work-in-progress ports Mokoi, Neko Shogun, Setanta, and Tam Lin into Persona 3 FES. All four Pe ... 		https://images.gamebanana.com/img/ss/wips/60f636f556af8.jpg	https://gamebanana.com/wips/58033
p3fes-tinytweaks	mod	(WIP) Tiny Tweaks	P3FES	wxnder	07/07/2021	GUI	THIS IS CURRENTLY A WIP<br>If there's any issues with P3FES that you have found, please let me know!<br>Cu ... 	<b>Updated 07/07/2021</b>	https://images.gamebanana.com/img/ss/wips/60e4fe227eae9.jpg	https://gamebanana.com/wips/55862
p3fes-openbetanewmoonrebalancepatchv30	mod	(WIP) [OPEN BETA] New Moon Rebalance Patch v3.0	P3FES	Phoenix!	06/05/2021	Misc	DO NOT SAVE OVER YOUR SAVE FILE IN THE EVENT OF GLITCHES<br><br>The Open Beta runs from 5/7/21 to (???). T ... 	<b>Updated 06/05/2021</b>	https://images.gamebanana.com/img/ss/wips/60958f864cdf3.jpg	https://gamebanana.com/wips/55021
p3fes-p3battleuioverhaulwip	mod	P3 Battle UI Overhaul (WIP)	P3FES	yukaris.left.thigh	05/02/2021	GUI	Aims to replace or reshape in-battle UI for a new look<br><br>Special thanks to wxnder for the new logo!	<b>Updated 05/02/2021</b>	https://images.gamebanana.com/img/ss/wips/608f78efea417.jpg	https://gamebanana.com/wips/54775
p3fes-p5tartarustrackreplacement	mod	(WIP) P5 Tartarus Track Replacement	P3FES	yukaris.left.thigh	03/11/2021	Music/Audio	Replaces the default Field Menu tracks with Persona 5's Palace themes<br><br>The Snow Queen - Ark<br><br>Maya Th ... 		https://images.gamebanana.com/img/ss/wips/604aa71fa5f42.jpg	https://gamebanana.com/wips/53776
p3fes-persona5battlethemeswap	mod	(WIP) Persona 5 Battle Theme Swap	P3FES	yukaris.left.thigh	02/13/2021	Misc	Inspired by wxnder's "Persona 2 Innocent Sin Battle Tracks"<br><br>If you want to use this with my BGM mod ... 		https://images.gamebanana.com/img/ss/wips/60274df4e7259.jpg	https://gamebanana.com/wips/53369
p3fes-mikuoveryukari	mod	(WIP) Miku over Yukari	P3FES	Pioziomgames	02/10/2021	Skin	Mod that replaces Yukari with Hatsune Miku's model from Persona 4 Dancing.<br><br>Warning this mod isn't d ... 		https://images.gamebanana.com/img/ss/wips/60242170d38fd.jpg	https://gamebanana.com/wips/53321
p3fes-persona2innocentsinbattletracks	mod	(WIP) Persona 2 Innocent Sin Battle Tracks	P3FES	wxnder	02/09/2021	Music/Audio	Swaps out some of the tracks with the battle themes in the PSP remake of Persona 2 Innocent Sin and  ... 		https://images.gamebanana.com/img/ss/wips/6021f2f46ab65.jpg	https://gamebanana.com/wips/53293
p3fes-wiphighqualitymusicpack	mod	(WIP) High Quality Music Pack	P3FES	ARandomGuy231	07/02/2021	Music/Audio	This is the WIP page. Please download from here.<br><br>The mod replaces most BGM with higher quality vers ... 	<b>Updated 07/02/2021</b>	https://images.gamebanana.com/img/ss/wips/60de8eaa7e525.jpg	https://gamebanana.com/wips/53188
p3fes-partyskilleditor	mod	(WIP) Party Skill Editor	P3FES	Phoenix!	01/29/2021	Tool	A tool that creates patches to:<br><br>get your party members to have the proper skill sets, fixing any mi ... 	<b>Updated 01/29/2021</b>	https://images.gamebanana.com/img/ss/wips/600effa43e567.jpg	https://gamebanana.com/wips/53101
p3fes-p3fesbgmremix	mod	(WIP) P3FES BGM Remix	P3FES	yukaris.left.thigh	01/26/2021	Misc	Changes a majority of tracks in "The Journey" with those from P1, P2, PQ, PQ2, P3D, P4D, and P5<br><br>All ... 	<b>Updated 01/26/2021</b>	https://images.gamebanana.com/img/ss/wips/600e73f51e668.jpg	https://gamebanana.com/wips/53099
p3fes-controllerbuttonuireplacements	mod	(WIP) Controller Button UI Replacements	P3FES	ARandomGuy231	07/22/2021	GUI	This mod replaces the Controller Button UI with your choice of either a Xbox or Switch UI (once Xbox ... 	<b>Updated 07/22/2021</b>	https://images.gamebanana.com/img/ss/wips/60c07e6144c96.jpg	https://gamebanana.com/wips/53005
p3fes-p3dtracksforp3fes	mod	(WIP) P3D Tracks for P3FES	P3FES	wxnder	05/31/2021	Music/Audio	Replaces some of the tracks with the versions that play in P3D<br><br>Ordered from files added first to la ... 	<b>Updated 05/31/2021</b>	https://images.gamebanana.com/img/ss/wips/60baf7e30b47a.jpg	https://gamebanana.com/wips/52932
p3fes-highqualitymusic	mod	(WIP) High Quality Music	P3FES	Joenator	01/01/2021	Music/Audio	Update as to why this is now Cancelled: I was told in the Discord that there is already a HQ Music m ... 	<b>Updated 01/01/2021</b>	https://images.gamebanana.com/img/ss/wips/5fed66ef4e797.jpg	https://gamebanana.com/wips/52889
p3fes-deinterlacedcutscenes	mod	(WIP) Deinterlaced Cutscenes	P3FES	ARandomGuy231	06/13/2021	Cutscenes/FMV	ShrineFox forum page: click here<br><br>The Undub version will now be apart of wxnder's Aemulus Compatible ... 	<b>Updated 06/13/2021</b>	https://images.gamebanana.com/img/ss/wips/600d19c838cd9.jpg	https://gamebanana.com/wips/52854
p3fes-skillbackport	mod	(WIP) Skill Backport	P3FES	Phoenix!	11/21/2020	Misc	This mod adds skills introduced in Persona 3 Portable, Persona 4, and Persona 5 into FES.<br><br>Currently ... 	<b>Updated 11/21/2020</b>	https://images.gamebanana.com/img/ss/wips/5fb48328606ee.jpg	https://gamebanana.com/wips/52637
p3fes-wipingalloutovermassdestruction	mod	Wiping All Out over Mass Destruction	P3FES	kinetical	07/15/2021	BGM	Replaces Mass Destruction with Wiping All Out from P3P.		https://media.discordapp.net/attachments/792245872259235850/842426607712993351/P3FSound.png	https://gamebanana.com/sounds/54846
p3fes-highqualitymusicpack	mod	High Quality Music Pack	P3FES	ARandomGuy231	07/02/2021	BGM	The mod replaces the BGM with higher quality versions from the OST.... Not really much more to say.		https://media.discordapp.net/attachments/792245872259235850/842426607712993351/P3FSound.png	https://gamebanana.com/sounds/54487
p3fes-musicboxgameover	mod	Music Box Game Over	P3FES	Lumacy Cube	06/22/2021	BGM	Replaces 62.ADX The Path was Closed, the game over theme, with a cover of Burn My Dread in the style ... 		https://media.discordapp.net/attachments/792245872259235850/842426607712993351/P3FSound.png	https://gamebanana.com/sounds/54172
p3fes-silentbattlemusic	mod	Silent Battle Music	P3FES	Phoenix!	06/19/2021	BGM	Replaces all battle tracks with silent ADX files. <br><br>Useful for recording footage or playing your own ... 		https://media.discordapp.net/attachments/792245872259235850/842426607712993351/P3FSound.png	https://gamebanana.com/sounds/54084
p3fes-burnmydread-lastbattlemoviefuturearrange	mod	Burn My Dread - Last Battle (Movie Future Arrange)	P3FES	Lumacy Cube	06/18/2021	BGM	Replaces the Final Boss's theme with the equivalent from the movie.		https://media.discordapp.net/attachments/792245872259235850/842426607712993351/P3FSound.png	https://gamebanana.com/sounds/54065
p3fes-arandomp3fmusicpack	mod	A Random P3F Music Pack	P3FES	ARandomGuy231	05/23/2021	BGM	Replaces some tracks in the game with songs that I personally think fit. Complete with loops are a v ... 		https://media.discordapp.net/attachments/792245872259235850/842426607712993351/P3FSound.png	https://gamebanana.com/sounds/53668
p3fes-finalfantasybgmforpersona3fes	mod	Final Fantasy BGM for Persona 3 FES	P3FES	Karasu	06/03/2021	BGM	A near full BGM replacement of Persona 3 FES's OST for various songs of the "Final Fantasy" series.<br> ... 	<b>Updated 06/03/2021</b>	https://media.discordapp.net/attachments/792245872259235850/842426607712993351/P3FSound.png	https://gamebanana.com/sounds/53431
p3fes-massdestructionreunion	mod	Mass Destruction Reunion	P3FES	Dwhite	05/01/2021	BGM	Changes Mass Destruction to the Reunion version.		https://media.discordapp.net/attachments/792245872259235850/842426607712993351/P3FSound.png	https://gamebanana.com/sounds/53295
p3fes-eggensbgmswap	mod	Eggen's BGM Swap	P3FES	Eggen	04/29/2021	BGM	A bunch of songs replaced by some of my favorites from SMT3, P3P, P5 and more!<br><br>What's currently cha ... 		https://media.discordapp.net/attachments/792245872259235850/842426607712993351/P3FSound.png	https://gamebanana.com/sounds/53256
p3fes-persona1pspost	mod	Persona 1 PSP ost	P3FES	Kesnos	04/18/2021	BGM	a mod for persona 3 FES that changes the bgms to the one from the psp version of persona 1. Here's t ... 		https://media.discordapp.net/attachments/792245872259235850/842426607712993351/P3FSound.png	https://gamebanana.com/sounds/53059
p3fes-p3moviemusicfes	mod	P3 Movie Music FES	P3FES	Sate	04/25/2021	BGM	Replaces the game's music with songs from all four of the Persona 3 movies. Broadly speaking, they c ... 	<b>Updated 04/25/2021</b>	https://media.discordapp.net/attachments/792245872259235850/842426607712993351/P3FSound.png	https://gamebanana.com/sounds/52823
p3fes-aigismassdestruction	mod	Aigis Mass Destruction	P3FES	Bmovo	03/31/2021	BGM	A mod that allows you to witness the beauty of Aigis singing Mass Destruction in game. <br>Original Vid ... 		https://media.discordapp.net/attachments/792245872259235850/842426607712993351/P3FSound.png	https://gamebanana.com/sounds/52729
p3fes-p4tartarustrackreplacement	mod	P4 Tartarus Track Replacement	P3FES	yukaris.left.thigh	02/14/2021	BGM	Replaces tracks in the field menu with songs from Persona 4/Golden<br><br>If you want to use this with my  ... 		https://media.discordapp.net/attachments/792245872259235850/842426607712993351/P3FSound.png	https://gamebanana.com/sounds/51754
p3fes-tartarusp5arrangement	mod	Tartarus P5 Arrangement	P3FES	yukaris.left.thigh	02/13/2021	BGM	Changes music for all blocks of Tartarus to 'Persona 3 - "Tartarus" in the style of Persona 5' by Ro ... 		https://media.discordapp.net/attachments/792245872259235850/842426607712993351/P3FSound.png	https://gamebanana.com/sounds/51724
p3fes-wiishopblingshoptheme	mod	Wii Shop Bling Shop Theme	P3FES	Tupelov	01/31/2021	BGM	Replaces the shop theme		https://media.discordapp.net/attachments/792245872259235850/842426607712993351/P3FSound.png	https://gamebanana.com/sounds/51442
p3fes-nanithefckovermassdestruction	mod	Nani the F*ck Over Mass Destruction	P3FES	Tupelov	12/20/2020	BGM	https://www.youtube.com/watch?v=GIDLuol73Mc		https://media.discordapp.net/attachments/792245872259235850/842426607712993351/P3FSound.png	https://gamebanana.com/sounds/50708
p3fes-reesespuffsmassdestruction	mod	Reese's Puffs Mass Destruction	P3FES	pirklaser	12/20/2020	BGM	As the title states, replaces Mass Destruction with a Reese's Puffs mashup. Part of a balanced break ... 		https://media.discordapp.net/attachments/792245872259235850/842426607712993351/P3FSound.png	https://gamebanana.com/sounds/50699
p3fes-anepicpersona3fesmusicmod	mod	An EPIC Persona 3 FES Music Mod	P3FES	Century_	03/26/2021	BGM	So I decided to make a Persona 3 FES Music Mod because I wanted to return to that game but I still w ... 	<b>Updated 03/26/2021</b>	https://media.discordapp.net/attachments/792245872259235850/842426607712993351/P3FSound.png	https://gamebanana.com/sounds/50615
p3fes-itemselector-cheatgenerator	tool	Item Selector - Cheat Generator	P3FES	meesterP	04/05/2021	Misc	System requirements<br><br>- Microsoft Excel 2007 or above. (.xlsx file)<br><br>or<br><br>- LibreOffice (Free)<br><br>LibreO ... 		https://images.gamebanana.com/img/ss/tools/606b4a7515d99.jpg	https://gamebanana.com/tools/7018
p3fes-cut-induplicator	tool	Cut-In Duplicator	P3FES	DniweTamp	03/22/2021	Misc	So, you want to edit game's cut-ins. And you have no idea where they are.<br>Well, they are in BTL.CVM/ ... 		https://images.gamebanana.com/img/ss/tools/605869f9f035f.jpg	https://gamebanana.com/tools/7001
p3fes-partyskilleditor	tool	Party Skill Editor	P3FES	Phoenix!	06/12/2021	Misc	What<br>The Persona 3 Party Skill Editor is a program with two purposes:<br><br>-It can restore any changes m ... 	<b>Updated 06/12/2021</b>	https://images.gamebanana.com/img/ss/tools/60bd5594bb116.jpg	https://gamebanana.com/tools/6949
p3fes-howtoedittmxfiles	guide	How to edit TMX files	P3FES	wxnder	03/27/2021	TMX	Things to download/Things that are needed<br>1. Amicitia: Amicitia - post amicitia<br>2. PersonaEditor: Re ... 	<b>Updated 03/27/2021</b>	https://images.gamebanana.com/img/ss/tuts/605ea149892c1.jpg	https://gamebanana.com/tuts/13864
p3fes-howtochangethemusicinp3fes	guide	How to change the music in P3Fes	P3FES	wxnder	03/03/2021	BGM/Audio	Things to download:<br>1. Aemulus Package Manager: Aemulus Package Manager [Persona 4 Golden (PC)] [Mod ... 	<b>Updated 03/03/2021</b>	https://images.gamebanana.com/img/ss/tuts/60006cfb89de9.jpg	https://gamebanana.com/tuts/13678
p3fes-usingskillprogressionmodswitholdsaves	guide	Using Skill Progression mods with old saves	P3FES	Phoenix!	12/18/2020	Misc	This tutorial is a bit complex to explain, but it is incredibly simple in practice.<br><br>What is this tu ... 		https://images.gamebanana.com/img/ss/tuts/5fdd0fd70bfd7.jpg	https://gamebanana.com/tuts/13659
p3p-originalopeningwidescreenp3dancingopening	mod	Original Opening (Widescreen) + P3 Dancing Opening	P3P	LolcatPlays	07/21/2021	Misc	If you want the openings to play in the default order simply swap the names of the PMSF files.<br>(MOD  ... 		https://images.gamebanana.com/img/ss/mods/60f894902094b.jpg	https://gamebanana.com/mods/307103
p3p-customppssppui	mod	Custom PPSSPP UI	P3P	DniweTamp	05/17/2021	Misc	Replaces background and game logo to the custom ones<br>This is for PPSSPP only, as it's higher quality ... 		https://images.gamebanana.com/img/ss/mods/60a257e3f4101.jpg	https://gamebanana.com/mods/287069
p3p-p3pmoddedlogo	mod	P3P Modded logo	P3P	wxnder	05/15/2021	Misc	This works as a way to test if mods are properly working or not		https://images.gamebanana.com/img/ss/mods/609f55e0e6544.jpg	https://gamebanana.com/mods/286383
p3p-p3pmodmenu	mod	P3P Mod Menu	P3P	DniweTamp	05/20/2021	Misc	1. Persona 3 Portable Mod Menu<br>1.1. How to access in game<br>Press the square menu to open up the Mod M ... 	<b>Updated 05/20/2021</b>	https://images.gamebanana.com/img/ss/mods/609189907c621.jpg	https://gamebanana.com/mods/174390
p3p-p3dtracksforp3p	mod	(WIP) P3D Tracks for P3P	P3P	wxnder	05/31/2021	BGM	Replaces some of the tracks with the versions that play in P3D<br><br>Ordered from files added first to la ... 	<b>Updated 05/31/2021</b>	https://images.gamebanana.com/img/ss/wips/60baf82e8c120.jpg	https://gamebanana.com/wips/55421
p3p-p3moviemusicportableedition	mod	P3 Movie Music Portable Edition	P3P	Sate	04/27/2021	Music	Replaces the game's music with songs from all four of the Persona 3 movies. Broadly speaking, they c ... 	<b>Updated 04/27/2021</b>	https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/52798
p3p-highqualitymusicportableedition	mod	High Quality Music: Portable Edition	P3P	Sate	04/26/2021	Music	Replaces P3 Portable's music with higher quality versions, coming from FLACs of the OST. This was ex ... 	<b>Updated 04/26/2021</b>	https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/52529
p3p-persona1pspost	mod	Persona 1 PSP ost	P3P	Kesnos	12/20/2020	Music	a mod for persona 3 portable that changes the music to the one from the psp version of persona. Here ... 		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/50706
p3p-beginnersguidetomoddingp3p	guide	Beginner's Guide to Modding P3P	P3P	wxnder	05/15/2021	Misc	Introduction<br>Persona 3 Portable modding is very simple and easy to do. The modding community is pret ... 		https://images.gamebanana.com/img/ss/tuts/60f9def359ae5.jpg	https://gamebanana.com/tuts/14001
p3d-p3mcmovieoutfit	mod	P3MC Movie Outfit	P3D	DniweTamp	06/29/2021	Skin	Replaces Winter Gekkou Uniform with a custom model made by LazySpongie based on Protagonist's outfit ... 		https://images.gamebanana.com/img/ss/mods/60dab7cca5800.jpg	https://gamebanana.com/mods/299937
p3d-p3pfemcoverfuuka	mod	P3P FeMC over Fuuka	P3D	DeathChaosV2	12/27/2020	Fuuka Yamagishi Skin	A P3P FeMC Replacement over Fuuka, heavily inspired by Jinster's own VRChat variant.<br><br>Currently this ... 		https://images.gamebanana.com/img/ss/mods/5fe818af4c7f2.jpg	https://gamebanana.com/mods/251816
p3d-femcui	mod	FeMC UI	P3D	SimonFoxcoon	12/18/2020	Misc GUI	P3D UI mod that changes most of the blue UI to pink FeMC UI.<br><br>FeMC mod not included but can be found ... 		https://images.gamebanana.com/img/ss/mods/5fdc000e2424f.jpg	https://gamebanana.com/mods/34282
p4g-betterfishing	mod	Better Fishing	P4G	AnimatedSwine37	07/17/2021	Misc	Removes the randomness from fishing by making each bait always give the same fish (except Tatsuhime  ... 		https://images.gamebanana.com/img/ss/mods/60f2c5aa349d5.jpg	https://gamebanana.com/mods/305697
p4g-persona4goldendiscordrichpresencesupport	mod	Persona 4 Golden Discord Rich Presence Support	P4G	AnimatedSwine37	06/29/2021	Misc	A Reloaded-II mod that adds discord rich presence support to Persona 4 Golden PC.<br><br>Compatibility<br>Thi ... 		https://images.gamebanana.com/img/ss/mods/60daeec70c989.jpg	https://gamebanana.com/mods/299970
p4g-sukuna-hikonainspired2ndand3rdnaotopersonas	mod	Sukuna-Hikona Inspired 2nd and 3rd Naoto Personas	P4G	MadMax1960	06/26/2021	Persona Skin	Makes Naoto's 2nd and 3rd tier persons match Sakuna's color scheme. Wasn't a huge fan of Atlus's wei ... 		https://images.gamebanana.com/img/ss/mods/60d6c4c3f1ae2.jpg	https://gamebanana.com/mods/299007
p4g-persona5royalskillicons	mod	Persona 5 Royal Skill Icons	P4G	SourGummyes	06/28/2021	User Interface UI	Using the Persona 5 Royal icons, i've edited the P5 icons into the P4 square icons, with some change ... 	<b>Updated 06/28/2021</b>	https://images.gamebanana.com/img/ss/mods/60da4bbd12a20.jpg	https://gamebanana.com/mods/298845
p4g-betterquizzes	mod	Better Quizzes	P4G	AnimatedSwine37	06/24/2021	Misc	Adds an option to repeat the question to quizzes where the question is over multiple messages.<br><br>Spec ... 		https://images.gamebanana.com/img/ss/mods/60d424c90c219.jpg	https://gamebanana.com/mods/298377
p4g-jaysstupiddumbexpansion	mod	Jay's Stupid & Dumb Expansion	P4G	JayTheTaco	06/27/2021		1. Introduction<br>Jay's Stupid & Dumb Expansion (JSDE for short) is a mod that expands Persona 4 Golde ... 	<b>Updated 06/27/2021</b>	https://images.gamebanana.com/img/ss/mods/60d3eea6e607f.jpg	https://gamebanana.com/mods/298363
p4g-lessflatcharacters	mod	Less flat Characters	P4G	Simoazzo	07/02/2021	Skin	After a really long time and a lot of work, I am publishing this as a proper mod. <br>My intent when do ... 	<b>Updated 07/02/2021</b>	https://images.gamebanana.com/img/ss/mods/60d395e80631b.jpg	https://gamebanana.com/mods/298246
p4g-improvednaotosociallink	mod	Improved Naoto Social Link	P4G	MadMax1960	06/23/2021		The main purpose of this mod is to give Naoto Social Link a better feel and flow for her romance Rou ... 		https://images.gamebanana.com/img/ss/mods/60d3177a8fa0e.jpg	https://gamebanana.com/mods/298103
p4g-nonawkwardsystemmenu	mod	Non Awkward System Menu	P4G	Pioziomgames	06/20/2021	User Interface UI	This mod changes text in the system menu to be less awkward and outdated.		https://images.gamebanana.com/img/ss/mods/60ce9e24bc317.jpg	https://gamebanana.com/mods/296992
p4g-inheritsignatureskills	mod	Inherit Signature Skills	P4G	JayTheTaco	06/24/2021	Skills	This mod alters skill inheritance for Signature, Non-transferable skills so that they can now be inh ... 	<b>Updated 06/24/2021</b>	https://images.gamebanana.com/img/ss/mods/60ce5c4b6fa43.jpg	https://gamebanana.com/mods/296909
p4g-tohrudojima	mod	Tohru Dojima	P4G	MonkeyChungus21	06/12/2021	Adachi Skin	We live in a society<br><br>Replaces Adachi's bustups with this blursed monstrosity<br><br>For the best results  ... 		https://images.gamebanana.com/img/ss/mods/60c45eebaa13b.jpg	https://gamebanana.com/mods/294574
p4g-p5personamodelbackport	mod	P5 Persona Model Backport	P4G	Light1	07/06/2021	Persona Skin	Warning: When using this mod, don't spend too long looking through models in the persona compendium, ... 	<b>Updated 07/06/2021</b>	https://images.gamebanana.com/img/ss/mods/60c4155a20aaa.jpg	https://gamebanana.com/mods/294542
p4g-unmissablebooks	mod	Unmissable Books	P4G	AnimatedSwine37	06/09/2021	Misc	This quality of life mod gives you a second chance (at a cost) to acquire the following missable boo ... 		https://images.gamebanana.com/img/ss/mods/60c0b6d8c3863.jpg	https://gamebanana.com/mods/293809
p4g-finalfantasy-styledlogo	mod	Final Fantasy-Styled Logo	P4G	MonkeyChungus21	06/05/2021	UI	Replaces the title screen logo with a Final Fantasy-Styled one.		https://images.gamebanana.com/img/ss/mods/60bb1c1251732.jpg	https://gamebanana.com/mods/292600
p4g-persona4theanimationopening1	mod	Persona 4: The Animation Opening 1	P4G	MonkeyChungus21	06/10/2021	Cutscenes/FMV	Replaces the GOLDEN Opening with the first opening from the anime.	<b>Updated 06/10/2021</b>	https://images.gamebanana.com/img/ss/mods/60bab67737e4d.jpg	https://gamebanana.com/mods/292502
p4g-expandedbustups	mod	Expanded Bustups	P4G	wxnder	06/03/2021	Misc	This mod expands some of the bustups in P4G<br><br>This adds bustups to the True Culprit battle, The Velve ... 		https://images.gamebanana.com/img/ss/mods/60f05d5be20c3.jpg	https://gamebanana.com/mods/292002
p4g-readinthelibrary	mod	Read In The Library	P4G	AnimatedSwine37	05/30/2021	Misc	Allows you to read books in the school library.<br><br>Compatibility<br>This mod is compatible with my other  ... 		https://images.gamebanana.com/img/ss/mods/60b3207c51608.jpg	https://gamebanana.com/mods/290836
